protocol,mode,protein_id,cluster_id,fold,n_residues,pcc,spearman,rmse_z
cluster,graph+center0,1ABA,cluster_1ABA,4,87,0.6443194961597495,0.7174374630087843,0.7685565900776059
cluster,graph+center0,1AHO,cluster_1AHO,3,64,0.6252450148594209,0.7249396170302911,0.7831647504111536
cluster,graph+center0,1AIE,cluster_1AIE,4,31,0.7056572910971581,0.3911290322580646,0.7219151204224393
cluster,graph+center0,1AKG,cluster_1AKG,2,16,0.47261868161412063,0.7623254455283119,0.8839275283786467
cluster,graph+center0,1ATG,cluster_1ATG,5,231,0.5261055714460601,0.5717002596008524,0.8574430656830202
cluster,graph+center0,1BGF,cluster_1BGF,2,124,0.6074377280151368,0.4278379148416966,0.7972169384583774
cluster,graph+center0,1BX7,cluster_1BX7,2,51,0.5733307644213499,0.22877828054298643,0.8731607723328998
cluster,graph+center0,1BYI,cluster_1BYI,5,224,0.5412639302675909,0.6034127608954316,0.8458049790337822
cluster,graph+center0,1CCR,cluster_1CCR,5,111,0.5175725049001686,0.5289331261598198,0.8562642808903874
cluster,graph+center0,1CYO,cluster_1CYO,2,88,0.6372894332734816,0.5583518991742361,0.7751472888829141
cluster,graph+center0,1DF4,cluster_1DF4,5,57,0.9143786145396519,0.8253824215711695,0.5523814900406643
cluster,graph+center0,1E5K,cluster_1E5K,3,188,0.7594051521893789,0.7532862745458117,0.6634079183133335
cluster,graph+center0,1ES5,cluster_1ES5,3,260,0.64034105065969,0.7210729779793352,0.7737247085574092
cluster,graph+center0,1ETL,cluster_1ETL,3,12,0.7842884458481193,0.6847311331250231,0.7256997506305509
cluster,graph+center0,1ETM,cluster_1ETM,1,12,0.6649637731567484,0.3854684518180305,0.7945543456471759
cluster,graph+center0,1ETN,cluster_1ETN,4,12,-0.08102248964593502,0.09239256187329417,1.2023948891470715
cluster,graph+center0,1EW4,cluster_1EW4,2,106,0.6074389461630865,0.6387613929078653,0.7952496258062933
cluster,graph+center0,1F8R,cluster_1F8R,3,1932,0.7811585833819747,0.7583194633948108,0.6692988854844517
cluster,graph+center0,1FF4,cluster_1FF4,4,65,0.6071074434300457,0.5893202504749796,0.7967865952830788
cluster,graph+center0,1FK5,cluster_1FK5,2,93,0.5756480226403107,0.5300483056079126,0.8236115981149637
cluster,graph+center0,1GCO,cluster_1GCO,4,1044,0.6686209197687095,0.6424898621783808,0.7523796778409446
cluster,graph+center0,1GK7,cluster_1GK7,3,39,0.8037113095653772,0.5798876468785876,0.6184035922149991
cluster,graph+center0,1GVD,cluster_1GVD,3,52,0.6921093390333559,0.5969563084324944,0.7301270124468043
cluster,graph+center0,1GXU,cluster_1GXU,1,88,0.6267864180799956,0.624678040780965,0.790122753050733
cluster,graph+center0,1H6V,cluster_1H6V,2,2927,0.47243592461352457,0.5450457034065868,0.8988985286917823
cluster,graph+center0,1HJE,cluster_1HJE,4,13,0.702947344610802,0.6593406593406593,0.7668522999048154
cluster,graph+center0,1I71,cluster_1I71,3,83,0.5576589397281092,0.5724571138564529,0.8320784305128355
cluster,graph+center0,1IDP,cluster_1IDP,2,441,0.7378589961066836,0.8604841888270499,0.6835373470589475
cluster,graph+center0,1IFR,cluster_1IFR,3,113,0.6541433600683542,0.717112403993509,0.7788229962889224
cluster,graph+center0,1K8U,cluster_1K8U,2,89,0.5085017314694598,0.38373503462653735,0.8762319564654867
cluster,graph+center0,1KMM,cluster_1KMM,4,1499,0.7229936883933963,0.7515352613356481,0.6975018583716845
cluster,graph+center0,1KNG,cluster_1KNG,1,144,0.5138418236213858,0.4764959197252391,0.8642517161482237
cluster,graph+center0,1KR4,cluster_1KR4,3,110,0.6029085629919763,0.5573864354106538,0.7996629607814462
cluster,graph+center0,1KYC,cluster_1KYC,5,15,0.7784709313234937,0.7249999999999999,0.6867697424332456
cluster,graph+center0,1LR7,cluster_1LR7,1,73,0.5954195382343034,0.671639143231932,0.8240288448346949
cluster,graph+center0,1MF7,cluster_1MF7,2,194,0.6783572054117136,0.7619963718164304,0.7579856469764674
cluster,graph+center0,1N7E,cluster_1N7E,5,95,0.5523273680397078,0.6450865595948957,0.8342432682128739
cluster,graph+center0,1NKD,cluster_1NKD,1,59,0.6879799090580366,0.7334151628636161,0.8030766653671829
cluster,graph+center0,1NKO,cluster_1NKO,1,122,0.49828378458191386,0.7088165462697078,0.8895285680731783
cluster,graph+center0,1NLS,cluster_1NLS,5,237,0.5240691171562284,0.7380613098583051,0.8615928508358547
cluster,graph+center0,1NNX,cluster_1NNX,2,93,0.7630821756739069,0.8144611391366312,0.656089604033017
cluster,graph+center0,1NOA,cluster_1NOA,4,113,0.5605519342218993,0.5034329891725531,0.8304383866740563
cluster,graph+center0,1NOT,cluster_1NOT,3,13,0.6227080665938696,0.7197802197802198,0.8239348071443762
cluster,graph+center0,1O06,cluster_1O06,1,20,0.9224824980567297,0.6496240601503759,0.41990499717623514
cluster,graph+center0,1O08,cluster_1O08,5,221,0.34054677115924187,0.6210040789257582,0.9668059442853897
cluster,graph+center0,1OB4,cluster_1OB4,1,16,0.5184510741055973,0.4735294117647058,0.8847707460416726
cluster,graph+center0,1OB7,cluster_1OB7,4,16,0.5633971723780877,0.8697574098595219,0.8423861104937415
cluster,graph+center0,1OPD,cluster_1OPD,2,85,0.43162168897733466,0.4550930970012152,0.9076808975947395
cluster,graph+center0,1P9I,cluster_1P9I,2,29,0.6485078970859162,0.4729064039408866,0.7640158545862158
cluster,graph+center0,1PEF,cluster_1PEF,5,18,0.8484253523864098,0.8410732714138286,0.5672046364550223
cluster,graph+center0,1PEN,cluster_1PEN,5,16,0.5361419997587131,0.5033113945379976,0.8558150822336846
cluster,graph+center0,1PMY,cluster_1PMY,4,123,0.6696860845893668,0.5857211033199108,0.7670511728149636
cluster,graph+center0,1PZ4,cluster_1PZ4,2,113,0.7044364830606229,0.680499788984281,0.7220278115543461
cluster,graph+center0,1Q9B,cluster_1Q9B,2,43,0.7817258463927031,0.7768045907580792,0.6488891945830411
cluster,graph+center0,1QAU,cluster_1QAU,3,112,0.6632197208818162,0.6300406821628013,0.7573201739267609
cluster,graph+center0,1QKI,cluster_1QKI,1,3912,0.5217107071725142,0.5947031854556649,0.9118664612971672
cluster,graph+center0,1QTO,cluster_1QTO,2,122,0.595449039243954,0.6117308836197567,0.8058013258120059
cluster,graph+center0,1R29,cluster_1R29,5,122,0.6004187202896346,0.5654479154639889,0.8017587853790428
cluster,graph+center0,1R7J,cluster_1R7J,1,90,0.7755850049744247,0.5886420322982717,0.6564322975619044
cluster,graph+center0,1RJU,cluster_1RJU,4,36,0.34829073186822984,0.15495495495495495,0.9476031150711521
cluster,graph+center0,1RRO,cluster_1RRO,5,108,0.29366962184346446,0.21669385869791188,0.9702821377009361
cluster,graph+center0,1SAU,cluster_1SAU,1,114,0.6422604489297126,0.6404050224075427,0.7844736492481222
cluster,graph+center0,1TGR,cluster_1TGR,1,104,0.7156323641968294,0.6560972162048532,0.713152372122262
cluster,graph+center0,1TZV,cluster_1TZV,4,141,0.8201128157393567,0.7750475462917363,0.6047361290198003
cluster,graph+center0,1U06,cluster_1U06,2,55,0.4810825121885861,0.28900232692881345,0.8829835213142875
cluster,graph+center0,1U7I,cluster_1U7I,3,267,0.7507886634089392,0.7846757435661302,0.6762210734563838
cluster,graph+center0,1U9C,cluster_1U9C,1,221,0.5834282407688172,0.4088017975240598,0.8216157586556877
cluster,graph+center0,1UHA,cluster_1UHA,1,82,0.6381036974057527,0.681668281270349,0.7701014209981312
cluster,graph+center0,1UKU,cluster_1KR4,3,102,0.6952315375916222,0.5333333333418596,0.7280986142373389
cluster,graph+center0,1ULR,cluster_1ULR,4,87,0.5642849938197708,0.6106739448966426,0.8398295367375692
cluster,graph+center0,1UOY,cluster_1UOY,5,64,0.672023502145197,0.6006021131587764,0.7596230104519635
cluster,graph+center0,1USE,cluster_1USE,3,40,0.10569011378522325,-0.1607879924953096,1.153970074413997
cluster,graph+center0,1USM,cluster_1USM,5,77,0.8064410332554488,0.7267517137737396,0.6147611008793336
cluster,graph+center0,1UTG,cluster_1UTG,4,70,0.5792980274890877,0.5048596348687182,0.8239962333957289
cluster,graph+center0,1V05,cluster_1V05,4,96,0.5928470321801909,0.5632469241826427,0.815273074266554
cluster,graph+center0,1V70,cluster_1V70,4,105,0.5318382615660181,0.6205913455894544,0.8520632683340411
cluster,graph+center0,1VRZ,cluster_1VRZ,3,21,0.6897360957564713,0.7166993065924647,0.75672314626415
cluster,graph+center0,1W2L,cluster_1W2L,4,97,0.5819471790453653,0.4191393537024746,0.8148893491862096
cluster,graph+center0,1WBE,cluster_1WBE,3,204,0.5627345441565902,0.6156190433236115,0.8276132660834615
cluster,graph+center0,1WHI,cluster_1WHI,1,122,0.5409164897576172,0.6336748501845109,0.8440323471197765
cluster,graph+center0,1WLY,cluster_1WLY,5,322,0.6853080533408937,0.7150760851040562,0.736870676936595
cluster,graph+center0,1WPA,cluster_1WPA,2,107,0.6057617017499349,0.37196031420325215,0.8046140443278977
cluster,graph+center0,1X3O,cluster_1X3O,3,80,0.5131883825378625,0.5465221901300488,0.8619816974311222
cluster,graph+center0,1XY1,cluster_1XY1,3,16,0.6657781702147272,0.48886739839183396,1.0199136179935433
cluster,graph+center0,1XY2,cluster_1XY2,3,8,0.6812518806218022,0.3273268353539886,0.7953090517888406
cluster,graph+center0,1Y6X,cluster_1Y6X,5,87,0.5024575023020532,0.5329998040798751,0.8750092765911541
cluster,graph+center0,1YJO,cluster_1YJO,5,6,0.3707636629472069,0.2,1.0636169066078596
cluster,graph+center0,1YZM,cluster_1YZM,5,46,0.7142450493689544,0.6231651670912104,0.7697483091564499
cluster,graph+center0,1Z21,cluster_1Z21,3,96,0.635800358570715,0.645252088192185,0.7751063070459584
cluster,graph+center0,1ZCE,cluster_1ZCE,2,146,0.7471185208109141,0.7848378514227338,0.6971416793782731
cluster,graph+center0,1ZVA,cluster_1ZVA,1,75,0.5562985513245693,0.5251365662308366,0.8318753546411091
cluster,graph+center0,2A50,cluster_2A50,4,457,0.5519720508964769,0.6104962645595674,0.8483178696887256
cluster,graph+center0,2AGK,cluster_2AGK,2,233,0.6774216260162084,0.7082232658871769,0.7436973636700434
cluster,graph+center0,2AH1,cluster_2AH1,5,939,0.5262712924207478,0.5368935444241975,0.8664673199150269
cluster,graph+center0,2B0A,cluster_2B0A,4,186,0.6156136200983648,0.639913058158699,0.7973178617990272
cluster,graph+center0,2BCM,cluster_2BCM,4,413,0.5729743430656343,0.5139573264328299,0.8209559408675232
cluster,graph+center0,2BF9,cluster_2BF9,5,36,0.6529572854541356,0.5082695164653221,0.785129695009287
cluster,graph+center0,2BRF,cluster_2BRF,4,100,0.7606546110687846,0.7069681481263228,0.688236771426691
cluster,graph+center0,2C71,cluster_2C71,5,205,0.6212572762066086,0.6696450181093673,0.8162284786498439
cluster,graph+center0,2CE0,cluster_2CE0,2,99,0.6099273786727032,0.5851889188830105,0.7948904368088571
cluster,graph+center0,2CG7,cluster_2CG7,5,90,0.5103565384279929,0.49434484136178014,0.8672214423586089
cluster,graph+center0,2COV,cluster_2COV,3,534,0.7879938900155428,0.7386997687589972,0.6311665656454363
cluster,graph+center0,2CWS,cluster_2CWS,4,227,0.6754927907033936,0.7138666597944716,0.7501395644071996
cluster,graph+center0,2D5W,cluster_2D5W,5,1214,0.7009178396906139,0.6730620837106863,0.7259263290177835
cluster,graph+center0,2DKO,cluster_2DKO,2,253,0.7997642559503295,0.6889161089684751,0.6049039959962862
cluster,graph+center0,2DPL,cluster_2DPL,5,565,0.4630406967004425,0.5219963330274778,0.903045709002999
cluster,graph+center0,2DSX,cluster_2DSX,4,52,0.3827668556651222,0.24431684824579894,0.9239002175964615
cluster,graph+center0,2E10,cluster_2E10,5,439,0.769522341238535,0.8004329731503256,0.6466304169280711
cluster,graph+center0,2E3H,cluster_2E3H,4,81,0.6877388476954446,0.6887315518253522,0.7299183989266445
cluster,graph+center0,2EAQ,cluster_2EAQ,4,89,0.6871300960810518,0.4730993331080198,0.743664417155997
cluster,graph+center0,2EHP,cluster_2EHP,3,248,0.7700117583503314,0.7929081788994573,0.656504449936958
cluster,graph+center0,2EHS,cluster_1X3O,3,75,0.6723607904224636,0.6815744179127398,0.7670058001466502
cluster,graph+center0,2ERW,cluster_2ERW,3,53,0.31892429872555084,0.11648019374189485,1.0117314163005862
cluster,graph+center0,2ETX,cluster_2ETX,1,389,0.5269300474442302,0.5447740263959123,0.8616774591127333
cluster,graph+center0,2FB6,cluster_2FB6,5,116,0.7680056126195214,0.6734801759831829,0.6910616111297934
cluster,graph+center0,2FG1,cluster_2FG1,1,157,0.6298154971571732,0.5608129008835097,0.7780140544654794
cluster,graph+center0,2FN9,cluster_2FN9,2,560,0.5923425180497537,0.5733305297017456,0.808209964923725
cluster,graph+center0,2FQ3,cluster_2FQ3,2,85,0.6828694252817169,0.6937854211452023,0.7506047835125629
cluster,graph+center0,2G69,cluster_2G69,1,99,0.6260173941368008,0.6296266520012301,0.7961995663852476
cluster,graph+center0,2G7O,cluster_2G7O,2,68,0.7617854735397945,0.47348278896660867,0.702519480874172
cluster,graph+center0,2G7S,cluster_2G7S,1,190,0.6296492742805874,0.5981645983028627,0.7943395492618636
cluster,graph+center0,2GKG,cluster_2GKG,5,122,0.6950287180548841,0.5350296582516543,0.7427394456820586
cluster,graph+center0,2GOM,cluster_2GOM,4,121,0.583022029711605,0.4453431559497483,0.8176820806565123
cluster,graph+center0,2GXG,cluster_2GXG,1,140,0.7178596672848174,0.6966006387605033,0.7143778381331394
cluster,graph+center0,2GZQ,cluster_2GZQ,5,191,0.44161035011403293,0.37335881603596777,0.9168749523383277
cluster,graph+center0,2HQK,cluster_2HQK,1,213,0.7943373154684435,0.7349055306653689,0.6761189239944624
cluster,graph+center0,2HYK,cluster_2HYK,1,237,0.605903449642989,0.5750575645157058,0.7985977312115077
cluster,graph+center0,2I24,cluster_2I24,4,113,0.5079085903440872,0.4645842518642651,0.8635043397287147
cluster,graph+center0,2I49,cluster_2I49,3,398,0.6819728227884315,0.6815137820218415,0.7449128816719958
cluster,graph+center0,2IBL,cluster_2IBL,2,108,0.6524405340944016,0.6682179663840202,0.8675983585369386
cluster,graph+center0,2IGD,cluster_2IGD,1,61,0.5423019557486575,0.5250271029625668,0.8418425679259338
cluster,graph+center0,2IMF,cluster_2IMF,3,203,0.6301445869796904,0.6251269098387222,0.7783074048593024
cluster,graph+center0,2IP6,cluster_2IP6,5,87,0.6229669100936545,0.4161700111869162,0.7882664351863113
cluster,graph+center0,2IVY,cluster_2IVY,3,88,0.5131257989666511,0.428372041864556,0.8618610245157312
cluster,graph+center0,2J32,cluster_2J32,4,244,0.8202744241719159,0.7087285185582283,0.5871309536639202
cluster,graph+center0,2J9W,cluster_2J9W,1,200,0.6878491187533913,0.6778017702216463,0.7380655224617769
cluster,graph+center0,2JKU,cluster_2JKU,1,35,0.7028200581133218,0.41501505809456946,0.826511597204875
cluster,graph+center0,2JLI,cluster_2JLI,4,100,0.613661911918503,0.5013846676553549,0.7912466163926369
cluster,graph+center0,2JLJ,cluster_2JLI,4,115,0.7502872913947038,0.6287114357500927,0.6731081969991716
cluster,graph+center0,2MCM,cluster_1NOA,4,112,0.7658801321110841,0.7126288522341822,0.6946345337745962
cluster,graph+center0,2NLS,cluster_2NLS,2,36,0.41367635477811054,0.35315315315315315,0.9110799192406145
cluster,graph+center0,2NR7,cluster_2NR7,4,194,0.8205761431064682,0.7280181648452897,0.6077884678502548
cluster,graph+center0,2NUH,cluster_1KR4,3,104,0.6715185912386201,0.5743237116447342,0.7522915367131484
cluster,graph+center0,2O6X,cluster_2O6X,2,306,0.7837511242246262,0.7921191364499206,0.6324791823897458
cluster,graph+center0,2OA2,cluster_2OA2,4,132,0.48445075261102927,0.3832094746304653,0.88150458931568
cluster,graph+center0,2OCT,cluster_2OCT,4,192,0.546852189673872,0.5545067128450731,0.8579557067603979
cluster,graph+center0,2OHW,cluster_2OHW,4,256,0.6054823940018483,0.6582045384379372,0.8078823193149371
cluster,graph+center0,2OKT,cluster_2OKT,5,342,0.378841064262277,0.3803065587136789,0.9644527331316652
cluster,graph+center0,2OL9,cluster_2OL9,1,6,0.9292547970218162,0.942857142857143,0.4666731540181052
cluster,graph+center0,2OLX,cluster_2OLX,3,4,0.8454331838979724,0.6000000000000001,0.7778686438420509
cluster,graph+center0,2PKT,cluster_2PKT,1,91,-0.016976167867856162,0.05408698356256569,1.120896447792718
cluster,graph+center0,2PLT,cluster_2PLT,2,98,0.46820194024166895,0.514319596052481,0.8933531342708988
cluster,graph+center0,2PMR,cluster_2PMR,4,76,0.616024196810013,0.7250816826608183,0.798514229219855
