protocol,mode,protein_id,cluster_id,fold,n_residues,pcc,spearman,rmse_z
cluster,graph+center0,1ABA,cluster_1ABA,4,87,0.6336914752490507,0.7272337905254803,0.7753648020843861
cluster,graph+center0,1AHO,cluster_1AHO,3,64,0.6438440089478579,0.7256264380791118,0.7702210954099552
cluster,graph+center0,1AIE,cluster_1AIE,4,31,0.659706650924732,0.3967741935483871,0.7677881816680938
cluster,graph+center0,1AKG,cluster_1AKG,2,16,0.48233579615275196,0.6916852498036807,0.8821218869565893
cluster,graph+center0,1ATG,cluster_1ATG,5,231,0.5245760940098129,0.5690697451463839,0.8580180966114239
cluster,graph+center0,1BGF,cluster_1BGF,2,124,0.5874427710924708,0.4307931008156002,0.8104591631137732
cluster,graph+center0,1BX7,cluster_1BX7,2,51,0.5969261215904444,0.26361990950226244,0.8601583990427452
cluster,graph+center0,1BYI,cluster_1BYI,5,224,0.5403815945830582,0.6092563137290748,0.8466494850822152
cluster,graph+center0,1CCR,cluster_1CCR,5,111,0.5234532281515978,0.5392923194544696,0.8537869995748031
cluster,graph+center0,1CYO,cluster_1CYO,2,88,0.6353910673272527,0.558299064134019,0.7775765014167639
cluster,graph+center0,1DF4,cluster_1DF4,5,57,0.9144316714134405,0.7977702877884366,0.535816586848735
cluster,graph+center0,1E5K,cluster_1E5K,3,188,0.7541164084444362,0.7518947380854653,0.6689797541999936
cluster,graph+center0,1ES5,cluster_1ES5,3,260,0.6409673477376195,0.7162871406983505,0.7724572993377414
cluster,graph+center0,1ETL,cluster_1ETL,3,12,0.7316304963123725,0.662643032056474,0.7760279360557645
cluster,graph+center0,1ETM,cluster_1ETM,1,12,0.6091101322599917,0.4798688889979563,0.8224155879277709
cluster,graph+center0,1ETN,cluster_1ETN,4,12,-0.14355740950136983,0.09608826434822593,1.2163745208575967
cluster,graph+center0,1EW4,cluster_1EW4,2,106,0.6060331885750105,0.6411797604095277,0.7958842283769836
cluster,graph+center0,1F8R,cluster_1F8R,3,1932,0.7775647645380959,0.7572518083661942,0.6717545069685159
cluster,graph+center0,1FF4,cluster_1FF4,4,65,0.6221881766143942,0.6109769556413202,0.785432698485919
cluster,graph+center0,1FK5,cluster_1FK5,2,93,0.5887732646889848,0.5371057687263954,0.8168075562249034
cluster,graph+center0,1GCO,cluster_1GCO,4,1044,0.6593840850452148,0.6384276631301093,0.7614885610491611
cluster,graph+center0,1GK7,cluster_1GK7,3,39,0.7970826461889418,0.6535755866460186,0.6262292063825973
cluster,graph+center0,1GVD,cluster_1GVD,3,52,0.6576761658840196,0.5771488336675719,0.7586095325856332
cluster,graph+center0,1GXU,cluster_1GXU,1,88,0.6450573788402728,0.6413032471665651,0.779007354283779
cluster,graph+center0,1H6V,cluster_1H6V,2,2927,0.4693765610910633,0.5443521081426519,0.9028149250712402
cluster,graph+center0,1HJE,cluster_1HJE,4,13,0.6837855428532751,0.6648351648351648,0.7896031574341664
cluster,graph+center0,1I71,cluster_1I71,3,83,0.5544004344518895,0.571638478353358,0.833840043379887
cluster,graph+center0,1IDP,cluster_1IDP,2,441,0.740760052639807,0.8630459167600453,0.6818387926782556
cluster,graph+center0,1IFR,cluster_1IFR,3,113,0.6520563108256024,0.7180647334579254,0.7811544036828454
cluster,graph+center0,1K8U,cluster_1K8U,2,89,0.4951870204441889,0.37844049387682677,0.8911043291147578
cluster,graph+center0,1KMM,cluster_1KMM,4,1499,0.7265047977349023,0.7554100662882315,0.6939632743686591
cluster,graph+center0,1KNG,cluster_1KNG,1,144,0.527497259066567,0.49412925486744,0.8569010299760661
cluster,graph+center0,1KR4,cluster_1KR4,3,110,0.6076787296852262,0.5629001136612077,0.7960214456052928
cluster,graph+center0,1KYC,cluster_1KYC,5,15,0.7853851567921736,0.782142857142857,0.6874132611312647
cluster,graph+center0,1LR7,cluster_1LR7,1,73,0.5878016119807574,0.6704513024025677,0.8364018162040663
cluster,graph+center0,1MF7,cluster_1MF7,2,194,0.680850526519321,0.7616635473073915,0.7563466594497897
cluster,graph+center0,1N7E,cluster_1N7E,5,95,0.551942682487008,0.6561449063726619,0.8347363849200383
cluster,graph+center0,1NKD,cluster_1NKD,1,59,0.726785423807551,0.7368051915093039,0.7627349858379213
cluster,graph+center0,1NKO,cluster_1NKO,1,122,0.48425949899613857,0.7082217379549282,0.9004613798261081
cluster,graph+center0,1NLS,cluster_1NLS,5,237,0.5228376776318947,0.7368172913449179,0.862567303048347
cluster,graph+center0,1NNX,cluster_1NNX,2,93,0.7598351810838891,0.8034347444232987,0.6597813135010279
cluster,graph+center0,1NOA,cluster_1NOA,4,113,0.5654176396504823,0.5118543132132815,0.8260983324863039
cluster,graph+center0,1NOT,cluster_1NOT,3,13,0.5461965040601544,0.7087912087912087,0.8770401485178133
cluster,graph+center0,1O06,cluster_1O06,1,20,0.9070605144273887,0.6977443609022556,0.4437910096399786
cluster,graph+center0,1O08,cluster_1O08,5,221,0.347010234096839,0.6189684045945008,0.9626006482856343
cluster,graph+center0,1OB4,cluster_1OB4,1,16,0.5062000914520152,0.4647058823529412,0.8990834778014233
cluster,graph+center0,1OB7,cluster_1OB7,4,16,0.5366645629538609,0.841795665718522,0.8649618511179463
cluster,graph+center0,1OPD,cluster_1OPD,2,85,0.42748492058594856,0.4379540646625685,0.9102084323830821
cluster,graph+center0,1P9I,cluster_1P9I,2,29,0.6573750024570881,0.4039408866995073,0.7616718685062474
cluster,graph+center0,1PEF,cluster_1PEF,5,18,0.8520059958305555,0.8844169246646028,0.5569069479773909
cluster,graph+center0,1PEN,cluster_1PEN,5,16,0.5161074395171396,0.4871230163511028,0.8588868253579013
cluster,graph+center0,1PMY,cluster_1PMY,4,123,0.6758354180290738,0.5865756057415562,0.7635544749476458
cluster,graph+center0,1PZ4,cluster_1PZ4,2,113,0.674556914778533,0.6893910252117667,0.7476770558008605
cluster,graph+center0,1Q9B,cluster_1Q9B,2,43,0.7628563984146695,0.7518876472364844,0.6668724937601134
cluster,graph+center0,1QAU,cluster_1QAU,3,112,0.6519743569592666,0.6255688553121207,0.7648125029583258
cluster,graph+center0,1QKI,cluster_1QKI,1,3912,0.5260372031096386,0.6046481174471346,0.9097258230505336
cluster,graph+center0,1QTO,cluster_1QTO,2,122,0.5902889039714463,0.611073293242382,0.8093070250833967
cluster,graph+center0,1R29,cluster_1R29,5,122,0.6080181583083029,0.5627382331411038,0.7957772443706704
cluster,graph+center0,1R7J,cluster_1R7J,1,90,0.7667501823789028,0.6082744088474449,0.6599828766037855
cluster,graph+center0,1RJU,cluster_1RJU,4,36,0.36141901489683687,0.19510939510939512,0.9382887616439138
cluster,graph+center0,1RRO,cluster_1RRO,5,108,0.296902999802247,0.20960569730546313,0.969505564166753
cluster,graph+center0,1SAU,cluster_1SAU,1,114,0.6488286545877259,0.6496962334260539,0.7806847652342849
cluster,graph+center0,1TGR,cluster_1TGR,1,104,0.7051780167139473,0.635452646872847,0.7239884509769375
cluster,graph+center0,1TZV,cluster_1TZV,4,141,0.816162792520564,0.7653338727655052,0.6117765787371363
cluster,graph+center0,1U06,cluster_1U06,2,55,0.4998884019670452,0.30761738131593963,0.8714141338629364
cluster,graph+center0,1U7I,cluster_1U7I,3,267,0.7536589353818298,0.7860706287978204,0.6755030431043161
cluster,graph+center0,1U9C,cluster_1U9C,1,221,0.5792383619115106,0.40852329832897744,0.8235633443858889
cluster,graph+center0,1UHA,cluster_1UHA,1,82,0.6475846754662389,0.683170256694904,0.7632175704481156
cluster,graph+center0,1UKU,cluster_1KR4,3,102,0.6846512557206876,0.5277692960220082,0.7362725309429494
cluster,graph+center0,1ULR,cluster_1ULR,4,87,0.5682917130459941,0.6138452356031434,0.8386880778024062
cluster,graph+center0,1UOY,cluster_1UOY,5,64,0.656617665814863,0.5927952472371807,0.7690945127202031
cluster,graph+center0,1USE,cluster_1USE,3,40,0.1102524570217518,-0.17654784240150098,1.156840673204942
cluster,graph+center0,1USM,cluster_1USM,5,77,0.8141446774329711,0.7292492326859269,0.60708074359642
cluster,graph+center0,1UTG,cluster_1UTG,4,70,0.6100540564355493,0.5317166627503153,0.8046724299641994
cluster,graph+center0,1V05,cluster_1V05,4,96,0.5936850495067172,0.5621345922192744,0.8174987704910982
cluster,graph+center0,1V70,cluster_1V70,4,105,0.527678285789035,0.6269153415268688,0.8553846125495103
cluster,graph+center0,1VRZ,cluster_1VRZ,3,21,0.6600966620992204,0.7251463519104177,0.7728233047417924
cluster,graph+center0,1W2L,cluster_1W2L,4,97,0.5791862190083196,0.4332095072252483,0.8162774243154
cluster,graph+center0,1WBE,cluster_1WBE,3,204,0.5514641071447972,0.6072742898742616,0.8352731798997569
cluster,graph+center0,1WHI,cluster_1WHI,1,122,0.5312017701195452,0.626259622200937,0.852383189058758
cluster,graph+center0,1WLY,cluster_1WLY,5,322,0.679053176602913,0.712533984540006,0.7410226175164579
cluster,graph+center0,1WPA,cluster_1WPA,2,107,0.6213857742046818,0.39994415969416147,0.795217077281297
cluster,graph+center0,1X3O,cluster_1X3O,3,80,0.49621510226579185,0.5263509514328043,0.871585308236044
cluster,graph+center0,1XY1,cluster_1XY1,3,16,0.6740729937003636,0.5541509329596876,1.0466376162543156
cluster,graph+center0,1XY2,cluster_1XY2,3,8,0.583182369572917,0.5576679417142028,0.8785085774045646
cluster,graph+center0,1Y6X,cluster_1Y6X,5,87,0.49398912857503946,0.5123501510503311,0.8809600033851216
cluster,graph+center0,1YJO,cluster_1YJO,5,6,0.34785675355313456,0.2571428571428572,1.0833611378937882
