protein_id,n_residues,seconds,cached,max_support,max_edges
1AKG,16,0.2867693000007421,False,16,55
1AIE,31,0.4160239999764599,False,22,79
1AHO,64,1.3938611000194214,False,50,242
1ABA,87,1.8422825000016019,False,52,252
1BX7,51,0.8409654999850318,False,32,134
1BGF,124,2.472713399969507,False,52,268
1CCR,109,1.8791147000156343,False,49,236
1CYO,88,1.4340257000294514,False,51,241
1DF4,57,0.5089009000221267,False,29,116
1ATG,231,5.2977553000091575,False,68,358
1ETL,12,0.09139049996156245,False,12,39
1ETM,12,0.08314950001658872,False,12,39
1ETN,12,0.0943083000020124,False,12,36
1BYI,224,4.604984599980526,False,66,348
1EW4,106,1.4957636999897659,False,51,247
1E5K,188,3.184160200005863,False,63,329
1FF4,65,0.8845255999476649,False,46,216
1FK5,93,1.5585238999919966,False,50,237
1GK7,39,0.3317160999868065,False,17,58
1GVD,52,0.7674048999906518,False,44,209
1ES5,260,5.692039499990642,False,73,392
1GXU,88,1.6154432999901474,False,52,254
1HJE,13,0.14324990002205595,False,13,39
1I71,83,1.7724008000222966,False,60,298
1IDP,441,10.953166999970563,False,61,314
1IFR,113,2.6718163999612443,False,55,270
1K8U,89,1.3820946000050753,False,47,228
1GCO,1044,29.760855400003493,False,72,395
1KNG,144,4.746856799989473,False,62,322
1KR4,110,2.7641566999955103,False,51,245
1KYC,15,0.21587209997233003,False,15,50
1LR7,73,1.5692019000416622,False,45,212
1MF7,194,5.649483599991072,False,65,344
1N7E,95,1.7935571999987587,False,52,254
1NKD,59,0.8321404000162147,False,33,142
1NKO,122,4.54046049999306,False,58,288
1F8R,1932,65.20758590003243,False,70,373
1NLS,237,12.765902400016785,False,69,357
1NNX,93,3.1661291000200436,False,51,251
1NOT,13,0.21460070001194254,False,13,41
1O06,20,0.2522356999688782,False,17,58
1NOA,113,3.7246490999823436,False,58,297
1OB4,5,0.05775709997396916,False,4,5
1OB7,5,0.05601840000599623,False,4,5
1OPD,85,2.23320000001695,False,50,247
1P9I,29,0.33202140004141256,False,17,58
1PEF,18,0.20274480001535267,False,16,54
1PEN,16,0.21859950001817197,False,16,55
1O08,221,6.72783490002621,False,68,361
1KMM,1499,53.335664800019,False,64,328
1PMY,123,2.7718126999679953,False,58,298
1Q9B,43,0.7711610999540426,False,41,196
1PZ4,113,2.006972000002861,False,49,229
1QAU,112,2.3026814000331797,False,51,247
1QTO,122,3.050418799975887,False,52,246
1R29,122,2.8427428000140935,False,54,267
1RJU,36,0.5200261999852955,False,36,168
1R7J,90,1.6567325000069104,False,53,262
1RRO,108,2.1119108999846503,False,48,227
1SAU,114,2.4732158000115305,False,67,348
1TGR,104,2.2472548999940045,False,49,233
1U06,55,1.4084562999778427,False,48,223
1TZV,141,4.317826299986336,False,61,309
1U7I,267,9.029338499996811,False,55,273
1U9C,220,8.893265199963935,False,70,375
1UHA,82,2.317422099993564,False,45,208
1UKU,102,2.479610499984119,False,48,233
1ULR,87,2.4654362000292167,False,54,270
1USE,40,0.7879495999659412,False,18,61
1UOY,64,2.2993758999509737,False,52,258
1UTG,70,2.31355890003033,False,41,187
